PET,Times,Weights,FC,TC,STR,THA,WB,CBL,StartTime,Duration
jdcs_2,5051.0,0.849817,95.63385713850167,106.40806687841723,64.25126646176966,84.59756496417666,93.33830087215918,113.83007846677134,4871.0,360.0
jdcs_2,5411.0,0.843944,97.1361933242672,104.95183275652995,64.06727891487394,82.33624550818311,95.10297394885833,112.20822434017703,5231.0,360.0
cgyu_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cgyu_1,34.0,0.0,3.0117941368589613e-5,0.0,0.0,0.0,0.0012492965727192184,4.28959448773452e-6,29.0,10.0
cgyu_1,44.0,0.0,13.245617818628315,15.66989726704413,8.671112430933247,6.56522206671464,11.919656712005317,16.243334878905134,39.0,10.0
cgyu_1,54.0,0.869134,136.35243570750427,139.86479729748925,128.4943701613689,134.33397906171388,130.55601352936185,169.9113505703378,49.0,10.0
cgyu_1,64.0,0.869026,213.07540931461,222.83393042859146,206.39430493915685,244.921725513096,207.69775011307513,260.03272277422053,59.0,10.0
cgyu_1,74.0,0.869031,208.00124503566457,203.3856886276576,197.87748558300126,227.69567164472798,205.0273521160346,241.1013274612948,69.0,10.0
cgyu_1,84.0,0.86904,218.24182868643155,210.20067360870036,215.3961037669385,257.5564514617616,203.45303735366122,208.81646996041565,79.0,10.0
cgyu_1,94.0,0.86903300000000006,228.1578862413355,206.16036762141457,214.16845701424387,240.09496386003747,208.63329675958806,209.93925506679153,89.0,10.0
cgyu_1,104.0,0.869032,228.1752924201005,208.33747028945172,225.30820625430835,260.9940506174829,210.4863317101966,204.9978551996698,99.0,10.0
cgyu_1,119.0,0.869625,234.8420084164296,216.46690777402264,229.1134569382283,252.98208198511205,215.93064952017306,213.2125566651805,109.0,20.0
cgyu_1,139.0,0.869616,238.33743885676265,218.59785624676604,233.7251099664823,257.6767279823776,217.54266154265585,206.86397734376317,129.0,20.0
cgyu_1,159.0,0.869601,244.5032156407416,222.00170104389707,225.92180054314056,270.9268148358807,220.55574475723145,210.51949984150335,149.0,20.0
cgyu_1,179.0,0.869574,244.16901440447677,222.76825656611783,242.8460672999209,255.66070166617737,222.20727030194615,212.19847123323834,169.0,20.0
cgyu_1,199.0,0.869571,243.70059801527444,220.63897522311447,249.64259945731524,274.52803151267346,222.0901577748016,209.89921699814226,189.0,20.0
cgyu_1,224.0,0.870465,248.2833562279274,223.879967528052,241.77290431997795,268.2160015044359,223.33720724942265,214.16479673270075,209.0,30.0
cgyu_1,254.0,0.870429,245.27543164335006,225.20850159819562,240.05444634870426,267.0638897969107,222.65627442907586,218.20700963845098,239.0,30.0
cgyu_1,284.0,0.870396,245.62176813715377,225.5149337896151,237.1125218715721,266.249528189093,222.43953911255073,213.10944628666292,269.0,30.0
cgyu_1,314.0,0.87035,242.13334867550012,224.00663072389378,236.35944241239707,260.9781690948568,221.38786269978561,211.05413622345648,299.0,30.0
cgyu_1,359.0,0.8748,245.5421131220443,224.48861389759193,238.92382685477642,277.14773847775945,219.57268298372273,210.88744099075146,329.0,60.0
cgyu_1,419.0,0.874638,238.93503246328044,226.3265747272815,237.65848890222958,261.55109982681455,216.4651900758753,205.0568481439313,389.0,60.0
cgyu_1,479.0,0.874438,237.74843893786215,221.36555894602523,228.71024694585165,263.60752070396023,214.41713185954515,202.06458256744534,449.0,60.0
cgyu_1,539.0,0.874285,229.4755291213911,217.3955201477761,228.88409984435376,259.93620901693424,208.4652860964118,197.39666884657987,509.0,60.0
cgyu_1,659.0,0.915756,222.89289380021788,207.48043170095482,215.8938473114838,242.440150404247,201.12455538724112,192.94359930745023,569.0,180.0
cgyu_1,839.0,0.912115,206.31988496476896,197.39753913404812,201.33289159796794,233.74080561091333,189.33189738219636,183.73701147698293,749.0,180.0
cgyu_1,1019.0,0.908786,191.63343289036936,188.6324671125836,183.01027212357488,223.170263214667,178.52954286295494,172.25464118794048,929.0,180.0
cgyu_1,1199.0,0.905811,178.17901979370595,172.55280799942818,169.90594382761373,216.56885865831637,168.6805903819733,163.41051866299458,1109.0,180.0
cgyu_1,1469.0,1.0,161.30682870373397,160.44116926418488,153.17335435257132,203.30505540838064,155.16732906364578,152.94944565226683,1289.0,360.0
cgyu_1,1829.0,0.980197,142.08649894932583,143.7817510147485,140.37506674789554,186.7998831187317,139.07467014411418,141.94188264538784,1649.0,360.0
cgyu_1,2189.0,0.9622,127.69319933398117,131.5385216168767,119.15724259044312,176.94986465408712,127.08720833572498,130.88151229374674,2009.0,360.0
cgyu_1,2549.0,0.947975,114.46241267083714,118.72498985638404,114.43635388863571,151.58178805120843,116.10531895760246,121.63275199123187,2369.0,360.0
cgyu_1,2909.0,0.935505,105.72958727839365,112.17863710170472,102.6971713826781,153.44087965861536,109.29421618074211,114.7432863224432,2729.0,360.0
cgyu_1,3269.0,0.925167,95.86530016904224,98.70271541745613,91.68635542645285,138.7323870159285,100.58822784145138,108.68974229716774,3089.0,360.0
cgyu_1,3629.0,0.915461,91.53519745138907,95.7501313635263,88.4476733214672,128.4725970675708,94.70451053684164,104.25807965302438,3449.0,360.0
cgyu_1,3989.0,0.908326,83.37144205846586,88.33388233278755,84.61621929595144,119.4439025776769,89.75940404056576,97.0772949712056,3809.0,360.0
cgyu_1,4349.0,0.901128,83.28659160929743,86.90971340444908,83.14045879153488,112.33433173775882,88.01214088736027,98.28387529747222,4169.0,360.0
cgyu_1,4709.0,0.896093,77.24054207179731,83.61593373840921,77.69732037684084,113.51355359077752,83.41801551263936,93.16726137494582,4529.0,360.0
cgyu_1,5069.0,0.891475,76.76797443914526,81.70372253086633,67.40604851358671,108.22491339989114,80.23112491067073,88.75151212375356,4889.0,360.0
cgyu_1,5429.0,0.887227,73.03710460613478,73.09109955955134,74.56495426458804,95.94384287789485,77.54933768656315,89.2100644584384,5249.0,360.0
cgyu_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cgyu_2,25.0,0.0,2.135148262809295e-5,0.0,0.0,0.0,4.5795824248440404e-4,0.05130521006829949,20.0,10.0
cgyu_2,35.0,0.0,33.35002889767797,37.074608807125394,32.10724308043777,24.27315276685745,29.895168806181488,34.96850347454136,30.0,10.0
cgyu_2,45.0,0.896003,182.8016109897963,194.9394023542197,184.3543272670505,219.1217654403757,183.58255920353892,230.9356672681788,40.0,10.0
cgyu_2,55.0,0.895968,229.01370578108313,220.67916750589336,188.32058298445267,227.11962575671566,218.3351598436747,269.793561105011,50.0,10.0
cgyu_2,65.0,0.895975,218.2015677349523,206.44480825395414,203.54154333989644,262.5575577016531,212.73722676444805,234.76454267118277,60.0,10.0
cgyu_2,75.0,0.895975,222.85338328607824,207.65498010265057,220.89788105033344,274.5400697282689,216.34340034557576,227.75023465478694,70.0,10.0
cgyu_2,85.0,0.895975,237.25680112658458,206.97975813027514,214.7650988637703,274.5822632167896,218.44674437391234,227.3481213911099,80.0,10.0
cgyu_2,95.0,0.895971,241.63668535059958,218.06037993283093,224.57952951677942,267.9046397043615,222.0343289485446,224.24612791863345,90.0,10.0
cgyu_2,110.0,0.896467,247.90555493820142,227.69299430430905,235.5232621074979,271.50014944838153,228.60793420022821,220.65652238331526,100.0,20.0
cgyu_2,130.0,0.896447,252.3393066559054,235.17793222293736,256.88760760226575,276.53884152886604,232.4386074342651,224.95865434885653,120.0,20.0
cgyu_2,150.0,0.89644,257.6989824117324,231.7624473113932,244.93919055490673,269.383454754686,233.3608840418069,228.47850368387043,140.0,20.0
cgyu_2,170.0,0.89642,258.2107160792628,236.98424441355726,230.97615766278105,277.1247395163211,233.45210699184332,228.3584374211865,160.0,20.0
cgyu_2,190.0,0.896404,257.5757292529677,237.55120729717117,261.0644219522399,271.0109195620007,237.21099242283424,234.43906905226999,180.0,20.0
cgyu_2,215.0,0.897131,261.5603324274411,243.01535428927974,270.8535465950866,293.629599391118,236.32385455288374,230.03299844890932,200.0,30.0
